title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
"the 5.6.7.8’s, THE MINNESOTA VOODOO MEN, STOMPIN’ RIFFRAFFS, SOUTA AND THE BLITZ ATTACK BOYS, more",2018-12-24,"Garage Rock,Punk,R n B,Rock,Rock n Roll",,,,,,,,¥2500 (incl. free food)
Nori's Funky Jam Session,2019-01-19,"Jam,Funk,Open Mic,R n B,Soul","Love, Peace and Soul Live Cafe",http://www.lovepeaceandsoul.net,"Parfum Kyodo B1-C 1-5-6 Kyodo, Setagaya-ku, Tokyo",,Kyodo,Kyodo Station (Odakyu Line),,"¥1,500 + 1 Drink Minimum"
Denzel Curry,2019-01-19,Hip-Hop,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,6000,
"Masaki Yoshihisa (g), Kyoko Seki (p)",2019-01-19,Improvised,Violon ,http://meikyoku-kissa-violon.com,"Suginami-ku Asagaya-Kita 2-9-5, Tokyo",,Asagaya,J.R. Asagaya station,,1000yen (inc. coffee or orange juice) no alcohol
"NEW YEAR LIVE PARTY + film session: SIRIRINOK, 第三共栄丸, 田島拓",2019-01-19,"All Mix,Alternative,Indie-Pop,Shibuya-kei,Film",SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,,¥1000 (1 drink 付き)
"金澤力哉 (bass), 津上研太 (sax), 本田珠也 (ds)",2019-01-19,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"Donation for musicians ¥1,000~ + drink order, bar charge (¥800)"
"SHIBUYA INTERNATIONAL: DJs Katuoon, Yuri Nagahori, jbradz, more",2019-01-19,"Funk,Hip-Hop,House,Indie",Kitsune,http://www.kitsune-web.jp,"Chatelet Shibuya B1F, 2-20-13 Higashi, Shibuya-ku",,Shibuya,Shibuya or Ebisu,,¥2500 (discounts available - see details)
CD-R STORE DAY 2019,2019-01-20,"DJ,Indie,Lo-Fi,Mixed Genre,Party",AMP cafe,http://www.koenji-high.com/ampcafe,4-30-1 Koenji-Minami,http://www.koenji-high.com/ampcafe/access,Koenji,Koenji,,
"Waveforms 16: Lo-shi, Matins, come to my party, DJs @ Blue Monday",2018-12-24,Alternative,,,,,,,¥1000 w/ 1d,¥1000 w/ 1d
"Korekyojinn, Koko Komine, ERA, ARCANA, Eri Liao, Falcon, Yuhei Matsunaga",2018-12-25,"Acoustic,Latin,Progressive",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,"¥3,500 (+ order)","¥4,000 (+ order)"
Naruyoshi Kikuchi with Otomo Yoshihide,2018-12-24,Jazz,Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome",4500,5000
Taku Sugimoto and Minami Saeki duo,2018-12-24,"Avant-pop,Experimental,Minimal",Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome",,"2,000 yen"
"Pere-Furu (Natsuki Kido, Yuji Katsui)",2018-12-26,"Acoustic,Avant garde,Instrumental",Mandala 1,http://www.mandala.gr.jp/man1.html,"1-5-2 Minamicho, Kichijoji, Musashino-shi, Tokyo",,Kichijoji,Kichijoji,"¥3,000 (+ order)","¥3,300 (+ order)"
"World Wide Size, punkuboi × musen calendar, cunts, jdow, dubideb ",2018-12-26,"Unclassifiable,Noise,Electronic,Dub,Avant garde",Heaven's Door,http://www.geocities.jp/xxxheavensdoorxxx,1-33-19 B1 Sangenjyaya,,Sangenjaya,Sangenjaya,￥2000 (+ 1 drink),￥2500 (+ 1 drink)
"Tatsuya Inagaki, Video Nasty Scapegoat, DJs",2018-12-26,"Acoustic,DJ",Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,,FREE
ONJQ (Otomo Yoshihide New Jazz Quintet),2018-12-26,Jazz,Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome",3000,3500
"NICOTINE, THE WASTED, fatever, MONQ, MILK SNAKE, Bury, THE SKA JUNCTIONS, 狐火",2018-12-27,"Hardcore,Metal,Pop-punk,Ska,Hip-Hop",Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku","￥2,500 + 1D ￥500","￥3,000 + 1D ￥500"
"サラダマイカル富岡製糸場グループ＋mizutama, 米子匡司, 直江実樹＋中田粥＋人島輝之, PUNSUCA",2018-12-27,"Abstract,Art-Pop,Avant-pop,Experimental",Shichoushitsu Sono 3,http://shicho.org/,"5-195 Chojamachi, Nakaku, Yokohama",http://shicho.org/s3access/,"Hinodecho, Yokohama",Hinodecho station on Keihin Kyuko Line.,1500JPY + order,2000JPY + order
"Kosuke Ochiai, Taiichi Kamimura",2019-01-20,"Avant garde,Experimental,Improvised",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"¥2,000 w/ 1 free drink"
"ERA (Akihisa Tsuboi, Natsuki Kido)",2019-01-20,"Acoustic,Avant garde,Instrumental,Progressive",plus eleven,https://www.pluseleven-ageo.com/,"1-2-15, Nakacho, Ageo-shi, Saitama",https://www.pluseleven-ageo.com/map,Ageo,Ageo,,"¥3,000 (+ order)"
piranezi,2019-01-20,"Avant garde,Free Jazz,Improvised",Art Bar Ten (天),http://asagaya-ten.com/,Asagaya-kita 2-1-5 B1F,http://asagaya-ten.com/access.html,Asagaya,Asagaya,1000yen,1000yen
"JIMDO Tapes 3: WONK, Shinichi Osawa (Mondo Grosso), DÉ DÉ MOUSE ＆ Akinori Yamamoto (LITE)",2019-01-20,"Electro,Electronic,Electronic Rock,Soul",Wall & Wall,http://wallwall.tokyo/,"B1, 3-18-19, Minami-Aoyama, Minato",https://goo.gl/maps/s56VwqdGGRw,Omotesando,Omotesando,2000,
"Slow Wolves Club, Minx, Instant Karma, 井のHead, Diego Davidenko ",2019-01-20,"Acoustic,Alternative,Mixed Genre,Post-Punk,Power Pop",Papera,http://currypapera.moo.jp/papelive/forfm.html,"Shinjuku Seven Building, 2-8-1 Shinjuku-ku",http://currypapera.moo.jp/access.html,Shinjuku Gyoenmae,Shinjuku Gyoenmae (Marunouchi line),Free,Free
"GHOSTIX, The Naokqi Doodah's dADaPhONiCS feat. 火炎瓶テツ + MOOFIRE + YAGGY DIGITAL",2019-01-20,Post-Punk,Club Cactus,http://clubcactus.jp/,"B1F, Minami-Aoyama 1-15-18",http://clubcactus.jp/access.html,Nogizaka,"Nogizaka, Aoyama 1-Chome",,1000
MASS HYSTERIA Vol. 9 (Vegan curry + Donuts with good music),2019-01-20,"All Mix,DJ",SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,,FREE
"VERGE: Orchid Domain, Chihei Hatakeyama, kyosuketerada, Fuguli, more",2019-01-20,"Ambient,Avant garde,DJ,Experimental,Improvised",Forestlimit,http://forestlimit.com/fl/,"B1F Hatagaya KODA Bldg, 2-8-15 Hatagaya, Shibuyaku",,Hatagaya,Hatagaya,"1,500yen","1,500yen"
EXTREME NIGHT R Vol. 2 (Bar Isshee 11th Anniversary),2019-01-20,"Experimental,Improvised,Instrumental,Jazz,Noise",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,3000,3500
"Purgist, Maaaa, T.Mikawa, Blackphone666, Kazuma Kubota, Scum, Like Weeds, DJ Evil Penguin",2019-01-20,Noise,Soup,http://ochiaisoup.tumblr.com/,"B1F Mitaka Building 3-9-10 Kami-Ochiai,Shinjuku-ku",,Ochiai,"Ochiai, Higashi-Nakano, Nakai",,2000 yen
2019 Countdown Live: Kiyohiko SEMBA & Cargamos,2018-12-31,"All Mix,Dance,Instrumental,Party",Jirokichi,http://www.jirokichi.net,"Koenji Bldg B1, 2-3-4 Koenji-kita",http://jirokichi.net/access/,Koenji,Koenji,3000,3500
Superorganism,2019-01-21,"Indie-Pop,Psychedelic",Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,6000,
RUBY ROOM COUNTDOWN X 蜻蛉祭,2018-12-31,Art-Pop,Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,¥2000 w/ 1 Drink
"YMCK, Omodaka, Flat 3rd, Robotprins, Xinon, Virtual Boys, hosotake",2018-12-31,Chiptune,8bit cafe,http://8bitcafe.net/,"Q bldg. 5F, 3-8-9 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjukusanchome, Shinjuku",,"2,000 JPY (with 1 Drink & Free Toshikoshi soba (year-crossing noodles)"
"DJ Stingray 313, Eric Cloutier, Synth Sisters, DJ Nobu, Wata Igarashi, Mr. Ho, more",2018-12-31,Electronic,Unit,http://www.unit-tokyo.com,"Za House Buil. 1-34-17 Ebisu-nishi, Shibuya-ku",,Daikanyama,"Daikanyama, Nakameguro, Ebisu","early bird (limited) 2,500JPY / advance 3,000yen",TBA
"Tokyo Native Presents Native New Year: DJs Orion, Chunky Krill, Temple of Xin, more @ Cross Point 渋谷",2018-12-31,"Soul,DJ,Funk,Party,R n B",,,,,,,,
"Korekyojinn (Natsuki Kido, Mitsuru Nasuno, Tatsuya Yoshida) acoustic",2019-01-02,"Acoustic,Avant garde,Instrumental,Progressive",Cafe Beulmans ,http://cafebeulmans.com/,"2F 6-16-5 Seijo, Setagaya-ku, Tokyo",http://cafebeulmans.com/access,Seijogakuenmae,Seijogakuenmae,,"¥3,500 (+ order)"
"The DUO (Natsuki Kido, Daisuke Suzuki)",2019-01-03,"Acoustic,Instrumental,Jazz",Cafe Beulmans ,http://cafebeulmans.com/,"2F 6-16-5 Seijo, Setagaya-ku, Tokyo",http://cafebeulmans.com/access,Seijogakuenmae,Seijogakuenmae,,"¥3,000 (+ 2 order 〜)"
Mamiko Hosokawa + Naoto Yamagishi,2019-01-03,"Acoustic,Art,Avant garde,Dance,Improvised",Kissa Sakaiki,http://sakaiki.modalbeats.com/,"Shinjuku-ku ,Daikyo-cho, 2-4 Yotsuya 3-chome, 1F",,Yotsuya Sanchome,Yotsuya-Sanchome,2000yen,2000yen
Francesca Han (piano) & Kei Matsumaru (saxophone) ,2019-01-03,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"Tip (for musicians 1000yen~) + drink order, bar charge (800yen)"
"Itsuro1×2_6, Kenji Kariu, Naoyasu Takahashi, Chizuru Nashiki, Yoshiko Honda, Shigeyoshi Hosoda, more",2018-12-27,"Avant garde,Dance,Experimental,Improvised",Yellow Vision,http://www.yellowvision.jp/,"Asagaya 2-chome Bldg B1, 2-2-2 Asagaya-kita",http://www.yellowvision.jp/Access.html,Asagaya,Asagaya,,1000yen + order
Free Jazz Trio (Otomo Yoshihide + Hiroki Chiba + Hiroshi Yamazaki),2018-12-27,"Free Jazz,Jazz",Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome",3000,3500
"ERA Special (Akihisa Tsuboi, Natsuki Kido, Hiroyuki Nanba, Kenji Sato, Youichi Okabe)",2018-12-28,"Avant garde,Instrumental,Progressive",Powers 2,http://www.powersbar.com/powers2/,"21-5 Kizukisumiyoshichō Nakahara-ku, Kawasaki-shi,",,Motosumiyoshi,Motosumiyoshi,"¥3,500 (+ order)","¥4,000 (+ order)"
JANE SIBERRY Christmas Show,2018-12-28,"Art-Pop,Mixed Genre,New Wave,Pop,Progressive",Morgan Salon,http://www.morgan-fisher.com/live.html,"2-2-4 Izumi, Suginami-ku, Tokyo 168-0063",https://tinyurl.com/ycyteauj,Daitabashi,Daitabashi,4500 yen,5000 yen
"GEZAN, LOSTAGE",2018-12-28,Alternative,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,3200,
Reverend Dayglow Presents Open Mic Night,2018-12-28,Open Mic,The King George,https://www.facebook.com/The-King-George-420759668101593/,"大宮区仲町２丁目５１番地, Saitama-shi, Saitama",https://gmap.jp/shop-6354.html,Omiya,Omiya,,Free
"PORTA CHIUSA (Hans Koch, Michael Thieke, Paed Conca) + Yasumune Morishige ",2018-12-28,"Acoustic,Avant garde,Experimental,Improvised",Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome","2,000 yen","2,000 yen"
"Jim Funnell (piano - from NY), Takashi Sugawa (bass), Ryo Noritake (drums)",2018-12-28,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"Tip (for musicians 1000yen~) + drink order, bar charge (800yen)"
"Natsuki Kido, Tomokazu Sugimoto, Yoshihito Eto",2019-01-21,"Blues,Instrumental,Jazz,Rock",Dolphy,http://www.dolphy-jazzspot.com,"2-17-4-2F Miyagawa-cho, Naka-ku, Yokohama",,Yokohama,"Sakuragicho, Hinodecho, Bashamichi","¥3,000 (+ order)","¥3,300 (+ order)"
"Léo Dupleix, Wakana Ikeda, Ju Sei, Makoto Oshiro, Taku Sugimoto, Hiroyuki Ura",2019-01-21,"
 ,Experimental,Improvised,Indie",l-e,http://www.l-e-osaki.org,"Snowbell B1, 1-3-11 Yutaka-cho, Shinagawa",,Osaki,"Osaki, Togoshi-Ginza","2,000 yen","2,000 yen"
Tenniscoats with Otomo Yoshihide & Yasuhiko Tachibana,2018-12-28,"Avant-pop,Experimental,Jazz",Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome",3000,3500
"CHROME HILL, Noritaka Tanaka",2019-01-21,"Blues,Experimental,Folk,Free Jazz,Improvised",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"¥2,000 w/ 1 free drink"
"竹内直 (reeds), 田中信正 (piano), 本田珠也 (drums)",2019-01-21,"Free Jazz,Improvised,Jazz",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"Donation for musicians ¥1,000~ + drink order, bar charge (¥800)"
"Superorganism, CHAI",2019-01-22,"Indie-Pop,Psychedelic",O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,6000,
"Soot (Brisbane), NON baNd, Wotzit, Soloist Anti Pop Totalization",2019-01-22,"Experimental,New Wave,Post-Punk,Punk,Synth-pop",Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",2000,2500
"Warehouse (Natsuki Kido, Hirohiko Otsubo, Kumiko Takara) + Hitoshi Komuro",2019-01-22,"Acoustic,All Mix,Folk",Saravah Tokyo,http://l-amusee.com/saravah/,"B1 Shibuya CROSSROAD bldg., 1-29-1 Shoto, Shibuya",,Shibuya,"Shinsen, Shibuya","¥3,000 (+ order)","¥3,500 (+ order)"
"Yumiko Yoshimoto (guitar, daxophone), Fumito Sugo (drums), Tadayuki Furukawa (saxophones)",2019-01-22,"Avant garde,Experimental,Free Jazz,Improvised",Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,,"2,000yen (bring-your-own drink)"
"Deerhunter, Gang Gang Dance and ALDOUS HARDING",2019-01-23,"Experimental,Garage Rock,Indie,Psychedelic",O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,7000,
LP Band Jam Session,2019-01-23,"Jam,Funk,Open Mic,R n B,Soul","Love, Peace and Soul Live Cafe",http://www.lovepeaceandsoul.net,"Parfum Kyodo B1-C 1-5-6 Kyodo, Setagaya-ku, Tokyo",,Kyodo,Kyodo Station (Odakyu Line),,"¥1,500 + 1 Drink Minimum"
"ERA (Akihisa Tsuboi, Natsuki Kido)",2019-01-04,"Acoustic,Avant garde,Instrumental,Progressive",Otoya-Kintoki,http://www2.u-netsurf.ne.jp/~otokin,"Suginami-ku Nishi, Ogikita 2-2-14 B1",,Nishi-Ogikubo,Nishi-Ogikubo,,"¥2,800 (+ order)"
"ALTERNATIVE CURRENT: Robert Taiwa Wilson, Mora Mothaus, SHOKO, HeavenPhetamine, KuroDeko",2019-01-04,Alternative,Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,¥1500 (1 drink included)
"MIRA, Chloe Juliette, Akey, Supanq Banque, Iwamaki",2019-01-04,"Film,Experimental,Avant garde,Ambient",Daitokai,http://daitokai-tokyo.com/,"est manivia 1F, Higashi 2-20-16, Shibuya-ku",,Shibuya,Shibuya,,
"DISASTER, F.O.H, RYDEEN, TURBOHALER (from Norway), VERITAS CONC.75, WRATH OF NOAH, 毒桜アンジェリクス, マスダアユム",2019-01-05,"Hardcore,Metal,Punk,Rock,Rock n Roll",El Puente,https://www.facebook.com/pages/El-Puente/214096195273923,"B1 8-8 Nishihiranumacho, Nishi-ku, Yokohama",,Yokohama,Nishi-Yokohama,,2000yen (+ 1 ramen 500 yen)
"NOT WONK, CAR10, suueat., UNDER SOCKS, Jurassic Boys, sugar plant",2019-01-05,Mixed Genre,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,1 day 2500 / 2 days 4000,
"Naoki Kita, Keiki Midorikawa, Miyama McQueen-Tokita",2019-01-05,Mixed Genre,In-F,http://in-f.cocolog-nifty.com,"3F 3-4-19 higashiooizumi, nerima-ku, Tokyo",https://map.yahoo.co.jp/maps?p=%C5%EC%C2%E7%C0%F4%A3%B3%A1%DD%A3%B4%A1%DD%A3%B1%,Oizumigakuen,Ooizumigakuen,"¥3,500 + one order","¥3,500 + one order"
"NEET SPIRIT 90s MUSIC NIGHT: Negative Zero, DJs, more",2019-01-05,All Mix,Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,¥1500 (2 drinks included)
"FRET LAND (Yoshihiro Arita, Natsuki Kido, Shunji Takenaka)",2019-01-05,"Blues,Instrumental,Jazz,Acoustic",Back In Time,http://www.bqrecords.net/backintime.htm,"8-16-4, Minamikoiwa, Edogawa-ku, Tokyo",,Koiwa,Koiwa,"¥3,000 (+ order)","¥3,500 (+ order)"
"Mira, Chloe Juliette, Akey, Supanq Banque, Iwamaki",2019-01-05,"Experimental,Avant garde,Art,Film",Daitokai,http://daitokai-tokyo.com/,"est manivia 1F, Higashi 2-20-16, Shibuya-ku",,Shibuya,Shibuya,,
"MIMINOKOTO, Ushioda Yuichi",2019-01-05,"Psych-Folk,Psychedelic,Noise Rock,Garage Rock,Folk",Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",2500,2500
"Biki, Satoshi Kanda, Minami Saeki and Hiroyuki Ura",2019-01-05,"Experimental,Improvised",Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome","2,000 yen","2,000 yen"
Natsuki Kido Quinteto,2018-12-29,"Instrumental,Latin",El Choclo,http://el-choclo.com/,"3-2-8 Minami-Ikebukuro, Toshima-ku",,Zoshigaya,"Toden-Zoshigaya, Kishibojin-mae","¥4,000 (+ order)","¥4,500 (+ order)"
"Nihon Nouen Jajouka, THREE MINUTE MOVIE, SKITKLASS, SNATCHER, NAMASTE, DANCE WITH ME, NANOX, 1985",2018-12-29,"Garage Rock,Hardcore,Punk",Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,"¥2,000","¥2,300"
"ELECTRIC-FUZZ!!: Compact Club, Nitroday, NO NO NO, Thee Kelly Muff, more",2018-12-29,"Alternative,DJ,Post-Punk",Heavy Sick Zero,http://www.heavysick.co.jp/zero/,"B1 & B2F 5-41-8 Nakano, Nakano-ku",http://www.heavysick.co.jp/zero/contact.html,Nakano,Nakano,"2,000","2,500"
Boris with Michio Kurihara,2018-12-29,"Metal,Noise Rock,Psychedelic",Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,3800,4300
狩俣道夫 (fl) + 山沢輝人 (ts) + Maresuke (contrabass),2018-12-29,"Acoustic,Avant garde,Experimental,Free Jazz,Improvised",810 OUTFIT café ,http://810.chikura.org/,"Kyonan-cho 2-8-6-103, Musashino City, Tokyo",https://goo.gl/maps/tfB1UsDocKM2,Musashi Sakai,Musashi Sakai Station (JR Chuo Line),,"1,500yen include 2 drink + 投げ銭"
"IDE SHIZUKA EXHIBITION CLOSING PARTY: 柿食えばルンルン, Soh, ak, motomu miura",2018-12-29,"Art,Avant garde,Electronic,Experimental,Noise",UnKnown Theater,https://uk-theater.com/,Rainbow building 3F Koenji-kita 2-21-6,https://uk-theater.com/access/,Koenji,JR Koenji,"¥1,500 + ¥500 (1 drink)","¥1,500 + ¥500 (1 drink)"
BO NINGEN,2018-12-29,"Alternative,Neo-psychedelia,Noise Rock,Psychedelic",Circus Tokyo,http://circus-tokyo.jp/,3-26-16 Shibuya,http://circus-tokyo.jp/access/,Shibuya,Shibuya,3000,3500
Otomo Yoshihide Special Big Band,2018-12-29,"Experimental,Free Jazz,Jazz",Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome",3500,4000
"Takashi Tsuda, Masahide Tokunaga",2018-12-29,Improvised,Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome","2,000 yen","2,000 yen"
"Monoral Zombie, VERONICA VERONICO, ハルカカナタ, meDag., for-the-moment, THE LEX, 目＆デニーロさくらい, MONQ, more",2018-12-30,"Mixed Genre,  ",Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku","￥1,000 + 1D ￥500","￥1,000 + 1D ￥500"
"FIGE (組原 正 × Yasu Iwai), Motomu Miura, Ami Bique, Sex Hundred Meters, DSFAPLS + mashiko, 山沢輝人, more",2018-12-30,"Abstract,Avant garde,Experimental,Noise",Fourth Floor,http://fourthfloor.jp,"B1 101, Koenji-Minami 3-38-6, Suginami-ku",,Koenji,Koenji,"¥1,000 + 1 drink (¥500)","¥1,000 + 1 drink (¥500)"
"Maaaa (from Poland), Purgist (from Poland), Klonns, Shikaku, Leecher, Dave Skipper, more",2019-01-23,Noise,Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,,"1,500"
"Fuguli, Yosusuke Fuyama, Nobuki Nishiyama, THE OBEY UNIT, Naoki Nomoto, Yuko Araki, more",2019-01-06,"Ambient,DJ,Electronic,Experimental,Noise",Kagurane / KGR(n),https://kagurane.com,"B1, TOMOS Bld, 6-48, Kagurazaka, Shinjuku-ku",,Kagurazaka,神楽坂 (Kagurazaka),,"1,500 yen (+ 1 drink)"
"LEARNERS, SEVENTEEN AGAiN, odd eyes, WOOMAN, ookubofactory",2019-01-06,Mixed Genre,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,1 day 2500 / 2 days 4000,
"YOSHIMOTO Yumiko (guitar, daxophone) meets KIMURA Yu (dance)",2019-01-06,"Avant garde,Dance,Experimental,Improvised,Mixed Genre",Kissa Sakaiki,http://sakaiki.modalbeats.com/,"Shinjuku-ku ,Daikyo-cho, 2-4 Yotsuya 3-chome, 1F",,Yotsuya Sanchome,Yotsuya-Sanchome,,"2,000 yen (incls. 1 drink)"
"FALLING DOWN, FILTHY HATE, INTO THE GREY, WEIGHT, WIPES, ADVENTURE FAMILY REBORNS",2019-01-06,"Hardcore,Punk",Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,"¥2,000","¥2,300"
"Lo-shi + Akiko Nakayama + Misako Kikuchi, SHOKO, DJ Topgear, more",2019-01-06,"DJ,Electronic,Experimental,Folk,Other",AMP cafe,http://www.koenji-high.com/ampcafe,4-30-1 Koenji-Minami,http://www.koenji-high.com/ampcafe/access,Koenji,Koenji,,2000 (+ 1 drink)
"Keiji Haino, Dōjō (Michiyo Yagi & Tamaya Honda), Kukangendai",2019-01-06,"Experimental,Other,Psychedelic",Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3000,3500
Shuta Hasunuma Philharmonic Orchestra,2019-01-07,"Pop,Post-Rock",Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,4500,
"COIL (Natsuki Kido, Takeharu Hayakawa, Tsutomu Nakayama, Eiji Tanaka)",2019-01-06,"Avant garde,Blues,Instrumental,Jazz",Jirokichi,http://www.jirokichi.net,"Koenji Bldg B1, 2-3-4 Koenji-kita",http://jirokichi.net/access/,Koenji,Koenji,"¥3,200 (+ order)","¥3,700 (+ order)"
"Masatoshi Mizuno, Natsuki Kido, Mari Masutani",2019-01-07,"Hard Rock,Instrumental",Ongakushitsu DX,http://www.ongakushitsu-dx.jp,B1F 3-20-4 Nishiwaseda Shinjuku-ku Tokyo,http://www.ongakushitsu-dx.jp/access.html,Takadanobaba,"Takadanobaba, Nishi-Waseda, Waseda",,"¥3,000 (+ order)"
